nome,tipologia,tel,email,web,link1,link2,tipoticket,datamodifica,abstract,descrizione,comune,codice_istat,provincia,datainizio,datafine,foto_con_autore
LA SCUOLA,semplice,099 4725780 - 366.3473430,,http://www.teatropubblicopugliese.it,,,pagamento,12-OTT-15,Cardellino srl&#13 &#10 Silvio Orlando&#13 &#10 di Domenico Starnone  scene Giancarlo Basili  disegnatore Luci Pasquale Mari  costumi Maria Rita Barbera  assistente ,Cardellino srl&#13 &#10 Silvio Orlando&#13 &#10 di Domenico Starnone  scene Giancarlo Basili  disegnatore Luci Pasquale Mari  costumi Maria Rita Barbera  assistente alla regia Riccardo Sinibaldi&#13 &#10 con Vittorio Ciorcalo  Roberto Citran  Marina Massironi  Roberto Nobile  Silvio Orlando  Antonio Petrocelli  Maria Laura Rondanini&#13 &#10 regia DANIELE LUCHETTI&#13 &#10 &#13 &#10 Era il 1992 quando and&#242  in scena per la prima volta Sottobanco  pi&#232 ce teatrale tratta dagli scritti di Domenico Starnone. Lo spettacolo  interpretato da un gruppo di attori eccezionali capitanati da Silvio Orlando e diretti da Daniele Luchetti  divenne presto un cult. Tanto che nel 1995 lo stesso Luchetti ne trasse il film La scuola. A distanza di vent&#8217 anni  Orlando riporta in scena quello che &#232  stato lo spettacolo pi&#249  importante della sua carriera. Il testo &#232  tratto dalla produzione letteraria di Domenico Starnone. Siamo in tempo di scrutini in IV D. Un gruppo di insegnanti deve decidere il futuro dei loro studenti. Di tanto in tanto  in questo ambiente circoscritto  filtra la realt&#224 &#13 &#10 esterna. Dal confronto tra speranze  ambizioni  conflitti sociali e personali  amori  amicizie e scontri generazionali  prendono vita personaggi esilaranti  giudici impassibili e compassionevoli al tempo stesso. Il dialogo brillante e le situazioni paradossali lo rendono uno spettacolo irresistibilmente comico.&#13 &#10 &#13 &#10 Nota bene: A vent&#8217 anni di distanza dalla prima rappresentazione &#232  davvero interessante fare un bilancio sulla scuola e vedere cosa &#232  successo.,Taranto,073027,TA,16-MAR-16,17-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9444
IO,semplice,080-3484453 / 080-3494270,,http://www.teatrorossinigioia.it ,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-rossini_27.html,pagamento,28-OTT-15,RezzaMastrella  La Fabbrica dell&#8217 Attore &#8211  Teatro Vascello&#13 &#10 Antonio Rezza&#13 &#10 Quadri di scena Flavia Mastrella  (mai) scritto da Antonio Rezza  ,RezzaMastrella  La Fabbrica dell&#8217 Attore &#8211  Teatro Vascello&#13 &#10 Antonio Rezza&#13 &#10 Quadri di scena Flavia Mastrella  (mai) scritto da Antonio Rezza  assistente alla creazione Massimo Camilli  disegno luci Maria Pastore&#13 &#10 &#13 &#10 Il radiologo esaurito fa le lastre sui cappotti dei pazienti mentre un essere impersonale oltraggia i luoghi della provenienza ansimando su un campo fatto a calcio. Io cresce inumando e disumano  inventando lavatrici e strumenti di quieto vivere.&#13 &#10 Il radiologo spossato avvolge un neonato con l'affetto della madre  un individualista piega lenzora a tutto spiano fino ad unirsi ad esse per lasciare tracce di seme sul tessuto del lavoro. Tre persone vegliano il sonno a chi lo sta facendo mentre il piegatore di lenzora  appesantito dal suo stesso seme  scivola sotto l'acqua che si fa doccia e dolce zampillare.&#13 &#10 Io mangia la vita bevendo acqua rotta che &#232  portavoce dell'amaro nascere  il piegatore di lenzora parte per la galassia rompendo l'idillio con il tessuto amato.&#13 &#10 Infine la catastrofe: Io si ridimensiona...&#13 &#10 Como poco innanto tra clamori e vanto cos&#236  l'idea dell'inventura porta la mente a vita duratura.,Gioia del Colle,072021,BA,16-MAR-16,16-MAR-16,
LA LOCANDIERA DI CARLO GOLDONI,semplice, 0883-332456 / 0883-332522 ,,http://www.teatrocurci.it,http://www.teatropubblicopugliese.it/teatro/teatro-curci_50.html,http://www.teatropubblicopugliese.it,pagamento,15-OTT-15,Teatro dei Borgia&#13 &#10 di Fabrizio Sinisi  scene di Alvisi &#8211  Kirimoto  costumi di Giuseppe Avallone  luci di Pasquale Doronzo  msiche Papaceccio MMC&#13 &#10 ,Teatro dei Borgia&#13 &#10 di Fabrizio Sinisi  scene di Alvisi &#8211  Kirimoto  costumi di Giuseppe Avallone  luci di Pasquale Doronzo  msiche Papaceccio MMC&#13 &#10 con Gianpiero Borgia  Elena Cotugno&#13 &#10 regia GIANPIERO BORGIA&#13 &#10 &#13 &#10 Radicalmente riscritta  in una nuova versione di Fabrizio Sinisi diretta da Gianpiero Borgia  La locandiera di Carlo Goldoni riassume qui la sua carica rivoluzionaria. L&#8217 azione si svolge in un albergo miserabile di una citt&#224  nel Sud: in uno scenario di crisi  povert&#224  e ferocia sociale. L&#8217 unica donna in scena si fa centro delle passioni pi&#249  ostinate e profonde: il rapporto complesso e indecifrabile fra corpo e denaro diventa una contraddizione dinamitarda  di sfrenata comicit&#224   il linguaggio vive in un perenne cortocircuito: dal gergo dialettale al lessico poetico e filosofico. La commedia avviene in un esilarante mondo meridionale infero e brutale  tutto contemporaneo: qui sono gli uomini  i maschi  a vedersi spinti in un angolo  a rivendicare con violenza uno spazio oggi perduto e nevroticamente rimpianto.,Barletta,110002,BT,18-MAR-16,20-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9481
IL SINDACO PESCATORE,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/spettacolo/il-sindaco-pescatore_2412.html,http://www.comune.bitonto.ba.it/,pagamento,09-NOV-15,tratto dall&#8217 omonimo libro di Dario Vassallo  testi di EDOARDO ERBA&#13 &#10 regia ENRICO MARIA LAMANNA,tratto dall&#8217 omonimo libro di Dario Vassallo  testi di EDOARDO ERBA&#13 &#10 regia ENRICO MARIA LAMANNA&#13 &#10 &#13 &#10 Raccontiamo e soprattutto ricordiamo la storia di un eroe normale  Angelo Vassallo  il Sindaco Pescatore. Un uomo normale e straordinario in una regione malata e straordinaria come la Campania. Un uomo che ha sacrificato con la sua vita l'impegno di amministrare difendere e migliorare la sua terra e le sue persone. La sua opera di uomo semplice onesto e lungimirante attraverso l'inizio della sua carriera politica  i successi straordinari ottenuti sul campo del Cilento nell'ottica del Bene Comune  compresa l'operazione Dieta Mediterranea assunta grazie a lui a Patrimonio dell'Unesco  fino al suo tragico epilogo.,Bitonto,072011,BA,19-MAR-16,19-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=10012
LA SCUOLA,semplice,,,http://www.teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/teatro/teatro-giordano_348.html,,pagamento,29-OTT-15,Cardellino srl&#13 &#10 Silvio Orlando&#13 &#10 di Domenico Starnone  scene Giancarlo Basili  disegnatore Luci Pasquale Mari  costumi Maria Rita Barbera  assistente ,Cardellino srl&#13 &#10 Silvio Orlando&#13 &#10 di Domenico Starnone  scene Giancarlo Basili  disegnatore Luci Pasquale Mari  costumi Maria Rita Barbera  assistente alla regia Riccardo Sinibaldi&#13 &#10 con Vittorio Ciorcalo  Roberto Citran  Marina Massironi  Roberto Nobile  Silvio Orlando  Antonio Petrocelli  Maria Laura Rondanini&#13 &#10 regia DANIELE LUCHETTI&#13 &#10 &#13 &#10 Era il 1992 quando and&#242  in scena per la prima volta Sottobanco  pi&#232 ce teatrale tratta dagli scritti di Domenico Starnone. Lo spettacolo  interpretato da un gruppo di attori eccezionali capitanati da Silvio Orlando e diretti da Daniele Luchetti  divenne presto un cult. Tanto che nel 1995 lo stesso Luchetti ne trasse il film La scuola. A distanza di vent&#8217 anni  Orlando riporta in scena quello che &#232  stato lo spettacolo pi&#249  importante della sua carriera. Il testo &#232  tratto dalla produzione letteraria di Domenico Starnone. Siamo in tempo di scrutini in IV D. Un gruppo di insegnanti deve decidere il futuro dei loro studenti. Di tanto in tanto  in questo ambiente circoscritto  filtra la realt&#224 &#13 &#10 esterna. Dal confronto tra speranze  ambizioni  conflitti sociali e personali  amori  amicizie e scontri generazionali  prendono vita personaggi esilaranti  giudici impassibili e compassionevoli al tempo stesso. Il dialogo brillante e le situazioni paradossali lo rendono uno spettacolo irresistibilmente comico.&#13 &#10 &#13 &#10 Nota bene: A vent&#8217 anni di distanza dalla prima rappresentazione &#232  davvero interessante fare un bilancio sulla scuola e vedere cosa &#232  successo.,Foggia,071024,FG,19-MAR-16,20-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9646
Tosca &#8211  IL SUONO DELLA VOCE,semplice,0803101222,info@teatromercadantealtamura.it,http://teatromercadantealtamura.it/2014/,,,pagamento,19-OTT-15,Confini e sconfini di un viaggio in musica&#13 &#10 Direzione musicale Bubbez Orchestra&#13 &#10 Regia Massimo Venturiello&#13 &#10 Con Giovanna Famulari  Ermanno Dodaro  Matteo di Francesco  Massimo De Lorenzi&#13 &#10 Produzione IMARTS/Officina Teatrale,Dopo lo spettacolo &#8220 Romana&#8221   omaggio a Gabriella Ferri e &#8220 &#8216 Sto core mio&#8221   dedicato a Roberto Murolo  Tosca &#232  alle prese con questo nuovo ambizioso progetto che &#8216 parte&#8217  insieme al suo nuovo album. &#8220 Il suono della voce&#8221   canzone che ha scritto per lei Ivano Fossati e che d&#224  il titolo a questo suo nuovo lavoro  &#232  soprattutto un viaggio nella musica del mondo raccontato attraverso canzoni edite  inedite  adattate  in lingua originale o stralciate. Un progetto che parte da alcuni inediti italiani scritti per Tosca da grandi autori  passando per alcune perle della tradizione Yiddish  Giapponese  Libanese  Portoghese  fino ad un esperimento nel creare un filo fra la nostra lingua e il francese ( Mars  adattamento di marzo di Di Giacomo)  Diesis mein herz  (adattamento in tedesco della meravigliosa &#8220 Sto core mio&#8221  di Orlando di Lasso) e &#8220 Nina si voi dormite&#8221  della tradizione romana adattata in portoghese. Un nuovo racconto nel &#8216 Teatro Canzone&#8217  che frequenta da diversi anni  dove grazie ad alcuni elementi scenici  all&#8217 uso di proiezioni e all&#8217 utilizzo di un mirato disegno luci  lo spettatore verr&#224  coinvolto in un percorso visionario tra le molteplici etnie  in un tourbillon di canzoni  parole  immagini e luci che non si propone di raggiungere una meta precisa  quanto di inseguire il piacere del viaggio  della conoscenza.,Altamura,072004,BA,19-MAR-16,19-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9622
LA SCUOLA,semplice,099 4725780 - 366.3473430,,http://www.teatropubblicopugliese.it,,,pagamento,29-OTT-15,Cardellino srl&#13 &#10 Silvio Orlando&#13 &#10 di Domenico Starnone  scene Giancarlo Basili  disegnatore Luci Pasquale Mari  costumi Maria Rita Barbera  assistente ,Cardellino srl&#13 &#10 Silvio Orlando&#13 &#10 di Domenico Starnone  scene Giancarlo Basili  disegnatore Luci Pasquale Mari  costumi Maria Rita Barbera  assistente alla regia Riccardo Sinibaldi&#13 &#10 con Vittorio Ciorcalo  Roberto Citran  Marina Massironi  Roberto Nobile  Silvio Orlando  Antonio Petrocelli  Maria Laura Rondanini&#13 &#10 regia DANIELE LUCHETTI&#13 &#10 &#13 &#10 Era il 1992 quando and&#242  in scena per la prima volta Sottobanco  pi&#232 ce teatrale tratta dagli scritti di Domenico Starnone. Lo spettacolo  interpretato da un gruppo di attori eccezionali capitanati da Silvio Orlando e diretti da Daniele Luchetti  divenne presto un cult. Tanto che nel 1995 lo stesso Luchetti ne trasse il film La scuola. A distanza di vent&#8217 anni  Orlando riporta in scena quello che &#232  stato lo spettacolo pi&#249  importante della sua carriera. Il testo &#232  tratto dalla produzione letteraria di Domenico Starnone. Siamo in tempo di scrutini in IV D. Un gruppo di insegnanti deve decidere il futuro dei loro studenti. Di tanto in tanto  in questo ambiente circoscritto  filtra la realt&#224 &#13 &#10 esterna. Dal confronto tra speranze  ambizioni  conflitti sociali e personali  amori  amicizie e scontri generazionali  prendono vita personaggi esilaranti  giudici impassibili e compassionevoli al tempo stesso. Il dialogo brillante e le situazioni paradossali lo rendono uno spettacolo irresistibilmente comico.&#13 &#10 &#13 &#10 Nota bene: A vent&#8217 anni di distanza dalla prima rappresentazione &#232  davvero interessante fare un bilancio sulla scuola e vedere cosa &#232  successo.,Taranto,073027,TA,21-MAR-16,21-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9678
Settimana Santa in Puglia 2016,rassegna,,info@pugliaevents.it,http://www.settimanasantainpuglia.it/,,,gratis,15-MAG-15,La Settimana Santa in Puglia  tra passione e mistero  emoziona con le tradizionali processioni nei borghi di mare e nelle viuzze dei centri storici.,È un'atmosfera ricca di suggestioni e carica di pathos quella che caratterizza la Settimana Santa in Puglia. Dal Gargano alla Magna Grecia e il Salento  città e paesi conservano una dimensione autentica del patrimonio di tradizioni legato agli antichi riti che precedono la Pasqua.  La sacra liturgia e la pietà popolare rivivono nelle tradizionali processioni. La curiosità del visitatore diventa stupore ed emozione davanti al mistero dei volti degli incappucciati scalzi  dei lamenti e dei canti religiosi e il suono struggente delle marce funebri eseguite dalle locali bande musicali. Imponenti le processioni del Giovedì e del Venerdì Santo a Taranto  che si snodano nelle viuzze pavimentate a lastrico della città vecchia e nel centro cittadino  un cammino di 14-15 ore ad andatura lentissima.  Un'esperienza da vivere per scoprire l'anima antica di una terra di fede e tradizione  al pari delle numerose rappresentazioni della Passione Vivente che dalla Puglia Imperiale alla Valle d'Itria e alle terre di Bari avvolgono di preghiere muretti a secco  vicoli e corti  tra nitriti di cavalli e bagliori di torce.,Bari,072006,BA,21-MAR-16,27-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6028 (Ph. credits: Carmine La Fratta) #http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=6029
LA SCUOLA,semplice,328.6917948,promozione@teatropubblicopugliese.it,http://www.teatropubblicopugliese.it/stagione_rassegna/stagione-di-prosa-15-16-comune-di-bari_191.html ,,,pagamento,29-OTT-15,Era il 1992 quando and&#242  in scena per la prima volta Sottobanco  pi&#232 ce teatrale tratta dagli scritti di Domenico Starnone. Lo spettacolo  ,Era il 1992 quando and&#242  in scena per la prima volta Sottobanco  pi&#232 ce teatrale tratta dagli scritti di Domenico Starnone. Lo spettacolo  interpretato da un gruppo di attori eccezionali capitanati da Silvio Orlando e diretti da Daniele Luchetti  divenne presto un cult. Tanto che nel 1995 lo stesso Luchetti ne trasse il film La scuola. A distanza di vent&#8217 anni  Orlando riporta in scena quello che &#232  stato lo spettacolo pi&#249  importante della sua carriera. Il testo &#232  tratto dalla produzione letteraria di Domenico Starnone. Siamo in tempo di scrutini in IV D. Un gruppo di insegnanti deve decidere il futuro dei loro studenti. Di tanto in tanto  in questo ambiente circoscritto  filtra la realt&#224 &#13 &#10 esterna. Dal confronto tra speranze  ambizioni  conflitti sociali e personali  amori  amicizie e scontri generazionali  prendono vita personaggi esilaranti  giudici impassibili e compassionevoli al tempo stesso. Il dialogo brillante e le situazioni paradossali lo rendono uno spettacolo irresistibilmente comico.&#13 &#10 &#13 &#10 Cardellino srl&#13 &#10 Silvio Orlando&#13 &#10 Di Domenico Starnone &#13 &#10 Con Vittorio Ciorcalo  Roberto Citran  Marina Massironi  Roberto Nobile  Silvio Orlando  Antonio Petrocelli  Maria Laura Rondanini      &#13 &#10 Scene  Giancarlo Basili    &#13 &#10 Disegnatore Luci Pasquale Mari &#13 &#10 Costumi  Maria Rita Barbera  &#13 &#10 Assistente alla regia Riccardo Sinibaldi&#13 &#10 Regia di DANIELE LUCHETTI &#13 &#10 ,Bari,072006,BA,22-MAR-16,23-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9384
CANTIERI COMICI,semplice,080-4805080,,http://www.teatropubblicopugliese.it/teatro/teatro-verdi_69.html,http://www.teatropubblicopugliese.it,,pagamento,06-NOV-15,Sirio&#13 &#10 Con Tommy Terrafino  Vincenzo Albano  Carmine Del Grosso  Daniela Baldassarra&#13 &#10 di ALESSANDRO TAGLIENTE&#13 &#10 &#13 &#10 Lo spettacolo   nasce dalla ,Sirio&#13 &#10 Con Tommy Terrafino  Vincenzo Albano  Carmine Del Grosso  Daniela Baldassarra&#13 &#10 di ALESSANDRO TAGLIENTE&#13 &#10 &#13 &#10 Lo spettacolo   nasce dalla manifestazione madre &#8220 Risollevante Cabaret Tour&#8221   e si adatta per l&#8217 occasione al Teatro. Cantieri Comici prevede la performance dei migliori comici emersi al Festival del Cabaret Citt&#224  di Martina Franca (prodotto anch&#8217 esso dall&#8217 Associazione Culturale Sirio). Ogni tappa teatrale conta la presenza fissa del conduttore-comico: il vincitore assoluto dell&#8217 ultima edizione del Festival  il tarantino DOC Vincenzo Albano  Il vincitore dell&#8217 edizione 2014 Tommy Terrafino (degno rappresentante della Puglia a &#8220 Boss dei Comici&#8221  su La7)  Il campano Carmine Del Grosso e  a tingere di rosa la serata ci penser&#224  l&#8217 altamurana Daniela Baldassarra. Il divertimento &#232  garantito!,Martina Franca,073013,TA,31-MAR-16,31-MAR-16,http://www.pugliaevents.viaggiareinpuglia.it/pe_newlib/image.php?x=615&y=280&o=1&img=9986
